Cod_Classe;Cod_Test;Regione;Data Validit…;Categoria;Uso;Specialita;CtarG Prova;Euro;DataCostruzione;CIntegrazioneComplessi;Alimentazione;C_KW;C_CV;Potenza;HP;Cilindrata;Ecologico;InstazioneImpianto;DataInstazioneImpianto;Portata;;AssiMotrice;AssiRimorchio;SospensioniPneumatiche;GncioTraino;PesoRimorchio;12(mensilità);11;10;9;8;7;6;5;4;3;2;1;
Bollo.c01.604;01-01;UMBRIA;01/01/2022;AV;PV;;;2;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;89,05;83,57;75,35;68,36;60,83;53,16;45,62;37,95;30,41;22,74;15,21;7,54;
Bollo.c01.605;01-01;UMBRIA;01/01/2022;AV;PV;;;2;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;130;122;110;99,8;88,8;77,6;66,6;55,4;44,4;33,2;22,2;11;
Bollo.c01.606;01-01;UMBRIA;01/01/2022;AV;PV;;;3;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;39;36,6;33;29,94;26,64;23,28;19,98;16,62;13,32;9,96;6,66;3,3;
Bollo.c01.607;01-01;UMBRIA;01/01/2022;AV;PV;;;3;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;65;61;55;49,9;44,4;38,8;33,3;27,7;22,2;16,6;11,1;5,5;
Bollo.c01.608;01-01;UMBRIA;01/01/2022;AV;PV;;;3;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;88,4;82,96;74,8;67,86;60,38;52,77;45,29;37,67;30,19;22,58;15,1;7,48;
Bollo.c01.609;01-01;UMBRIA;01/01/2022;AV;PV;;;3;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;89,05;83,57;75,35;68,36;60,83;53,16;45,62;37,95;30,41;22,74;15,21;7,54;
Bollo.c01.610;01-01;UMBRIA;01/01/2022;AV;PV;;;3;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;130;122;110;99,8;88,8;77,6;66,6;55,4;44,4;33,2;22,2;11;
Bollo.c01.611;01-01;UMBRIA;01/01/2022;AV;PV;;;3;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;39;36,6;33;29,94;26,64;23,28;19,98;16,62;13,32;9,96;6,66;3,3;
Bollo.c01.612;01-01;UMBRIA;01/01/2022;AV;PV;;;3;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;65;61;55;49,9;44,4;38,8;33,3;27,7;22,2;16,6;11,1;5,5;
Bollo.c01.613;01-01;UMBRIA;01/01/2022;AV;PV;;;3;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;88,4;82,96;74,8;67,86;60,38;52,77;45,29;37,67;30,19;22,58;15,1;7,48;
Bollo.c01.614;01-01;UMBRIA;01/01/2022;AV;PV;;;3;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;89,05;83,57;75,35;68,36;60,83;53,16;45,62;37,95;30,41;22,74;15,21;7,54;
Bollo.c01.615;01-01;UMBRIA;01/01/2022;AV;PV;;;3;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;130;122;110;99,8;88,8;77,6;66,6;55,4;44,4;33,2;22,2;11;
Bollo.c01.616;01-01;UMBRIA;01/01/2022;AV;PV;;;4;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;39;36,6;33;29,94;26,64;23,28;19,98;16,62;13,32;9,96;6,66;3,3;
Bollo.c01.617;01-01;UMBRIA;01/01/2022;AV;PV;;;4;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;65;61;55;49,9;44,4;38,8;33,3;27,7;22,2;16,6;11,1;5,5;
Bollo.c01.618;01-01;UMBRIA;01/01/2022;AV;PV;;;4;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;88,4;82,96;74,8;67,86;60,38;52,77;45,29;37,67;30,19;22,58;15,1;7,48;
Bollo.c01.619;01-01;UMBRIA;01/01/2022;AV;PV;;;4;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;89,05;83,57;75,35;68,36;60,83;53,16;45,62;37,95;30,41;22,74;15,21;7,54;
Bollo.c01.620;01-01;UMBRIA;01/01/2022;AV;PV;;;4;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;130;122;110;99,8;88,8;77,6;66,6;55,4;44,4;33,2;22,2;11;
Bollo.c01.621;01-01;UMBRIA;01/01/2022;AV;PV;;;4;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;39;36,6;33;29,94;26,64;23,28;19,98;16,62;13,32;9,96;6,66;3,3;
Bollo.c01.622;01-01;UMBRIA;01/01/2022;AV;PV;;;4;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;65;61;55;49,9;44,4;38,8;33,3;27,7;22,2;16,6;11,1;5,5;
Bollo.c01.623;01-01;UMBRIA;01/01/2022;AV;PV;;;4;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;88,4;82,96;74,8;67,86;60,38;52,77;45,29;37,67;30,19;22,58;15,1;7,48;
Bollo.c01.624;01-01;UMBRIA;01/01/2022;AV;PV;;;4;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;89,05;83,57;75,35;68,36;60,83;53,16;45,62;37,95;30,41;22,74;15,21;7,54;
Bollo.c01.625;01-01;UMBRIA;01/01/2022;AV;PV;;;4;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;130;122;110;99,8;88,8;77,6;66,6;55,4;44,4;33,2;22,2;11;
Bollo.c01.626;01-01;UMBRIA;01/01/2022;AV;PV;;;4;01/01/2022;;B-E;SI;;;137;;;;;;;;;NO;;;353,46;334,28;304,14;274;242,49;212,35;182,21;152,07;121,93;91,79;60,69;30,41;
Bollo.c01.627;01-01;UMBRIA;01/01/2022;AV;PV;;;0;01/01/2022;;B-E;SI;;;200;;;;;;;;;NO;;;516;488;444;400;354;310;266;222;178;134;88,6;44,4;
Bollo.c01.628;01-01;UMBRIA;01/01/2022;AV;PV;;;1;01/01/2022;;B-E;SI;;;60;;;;;;;;;NO;;;154,8;146,4;133,2;120;106,2;93;79,8;66,6;53,4;40,2;26,58;13,32;
Bollo.c01.629;01-01;UMBRIA;01/01/2022;AV;PV;;;2;01/01/2022;;B-E;SI;;;100;;;;;;;;;NO;;;258;244;222;200;177;155;133;111;89;67;44,3;22,2;
Bollo.c01.630;01-01;UMBRIA;01/01/2022;AV;PV;;;3;01/01/2022;;B-E;SI;;;136;;;;;;;;;NO;;;350,88;331,84;301,92;272;240,72;210,8;180,88;150,96;121,04;91,12;60,25;30,19;
Bollo.c01.631;01-01;UMBRIA;01/01/2022;AV;PV;;;4;01/01/2022;;B-E;SI;;;137;;;;;;;;;NO;;;353,46;334,28;304,14;274;242,49;212,35;182,21;152,07;121,93;91,79;60,69;30,41;
Bollo.c01.632;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;180;169,8;154,8;139,2;123,6;108;93;77,4;61,8;46,2;30,9;15,48;
Bollo.c01.633;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;300;71;64;58;51,5;45,1;38,6;32,2;25,8;19,3;12,9;6,4;
Bollo.c01.634;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;462;108,8;98,56;88,96;79,22;69,22;59,12;49,41;39,59;29,63;19,78;9,86;
Bollo.c01.635;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;466,5;109,85;99,52;89,82;79,99;69,89;59,69;49,89;39,97;29,92;19,97;9,95;
Bollo.c01.636;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;750;176;160;144;128,5;112,1;95,6;80;64,1;48;32;16;
Bollo.c01.637;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;180;42,6;38,4;34,8;30,9;27,06;23,16;19,32;15,48;11,58;7,74;3,84;
Bollo.c01.638;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;300;71;64;58;51,5;45,1;38,6;32,2;25,8;19,3;12,9;6,4;
Bollo.c01.639;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;462;108,8;98,56;88,96;79,22;69,22;59,12;49,41;39,59;29,63;19,78;9,86;
Bollo.c01.640;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;466,5;109,85;99,52;89,82;79,99;69,89;59,69;49,89;39,97;29,92;19,97;9,95;
Bollo.c01.641;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;750;176;160;144;128,5;112,1;95,6;80;64,1;48;32;16;
Bollo.c01.642;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;174;41,4;37,2;33,6;29,88;26,16;22,44;18,66;14,94;11,22;7,5;3,72;
Bollo.c01.643;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;290;69;62;56;49,8;43,6;37,4;31,1;24,9;18,7;12,5;6,2;
Bollo.c01.644;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;446,6;106,08;95,48;86,24;76,8;67;57,56;47,91;38,33;28,78;19,23;9,55;
Bollo.c01.645;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;450,95;107,11;96,41;87,08;77,55;67,65;58,12;48,38;38,7;29,06;19,42;9,64;
Bollo.c01.646;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;725;172;155;140;124,8;108,6;93,4;77,8;62,2;46,7;31,2;15,5;
Bollo.c01.647;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;174;41,4;37,2;33,6;29,88;26,16;22,44;18,66;14,94;11,22;7,5;3,72;
Bollo.c01.648;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;290;69;62;56;49,8;43,6;37,4;31,1;24,9;18,7;12,5;6,2;
Bollo.c01.649;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;446,6;106,08;95,48;86,24;76,8;67;57,56;47,91;38,33;28,78;19,23;9,55;
Bollo.c01.650;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;450,95;107,11;96,41;87,08;77,55;67,65;58,12;48,38;38,7;29,06;19,42;9,64;
Bollo.c01.651;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;725;172;155;140;124,8;108,6;93,4;77,8;62,2;46,7;31,2;15,5;
Bollo.c01.652;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;168;39,6;36;32,4;28,8;25,2;21,6;18;14,4;10,8;7,2;3,6;
Bollo.c01.653;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;280;66;60;54;48;42;36;30;24;18;12;6;
Bollo.c01.654;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;431,2;101,64;92,4;83,16;73,92;64,68;55,44;46,24;37;27,76;18,48;9,24;
Bollo.c01.655;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;435,4;102,63;93,3;83,97;74,64;65,31;55,98;46,69;37,36;28,03;18,66;9,33;
Bollo.c01.656;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;700;165;150;135;120;105;90;75,1;60,1;45,1;30;15;
Bollo.c01.657;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;168;39,6;36;32,4;28,8;25,2;21,6;18;14,4;10,8;7,2;3,6;
Bollo.c01.658;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;280;66;60;54;48;42;36;30;24;18;12;6;
Bollo.c01.659;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;431,2;101,64;92,4;83,16;73,92;64,68;55,44;46,24;37;27,76;18,48;9,24;
Bollo.c01.660;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;435,4;102,63;93,3;83,97;74,64;65,31;55,98;46,69;37,36;28,03;18,66;9,33;
Bollo.c01.661;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;700;165;150;135;120;105;90;75,1;60,1;45,1;30;15;
Bollo.c01.662;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;162;38,4;34,8;31,2;27,78;24,3;20,88;17,4;13,92;10,44;6,96;3,48;
Bollo.c01.663;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;270;64;58;52;46,3;40,5;34,8;29;23,2;17,4;11,6;5,8;
Bollo.c01.664;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;415,8;98,56;89,32;80,08;71,5;62,46;53,52;44,62;35,73;26,8;17,86;8,93;
Bollo.c01.665;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;419,85;99,52;90,19;80,86;72,2;63,07;54,04;45,06;36,08;27,06;18,04;9,02;
Bollo.c01.666;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;675;160;145;130;116,3;101,5;86,8;72,4;58;43,5;29;14,5;
Bollo.c01.667;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;162;38,4;34,8;31,2;27,78;24,3;20,88;17,4;13,92;10,44;6,96;3,48;
Bollo.c01.668;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;270;64;58;52;46,3;40,5;34,8;29;23,2;17,4;11,6;5,8;
Bollo.c01.669;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;415,8;98,56;89,32;80,08;71,5;62,46;53,52;44,62;35,73;26,8;17,86;8,93;
Bollo.c01.670;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;419,85;99,52;90,19;80,86;72,2;63,07;54,04;45,06;36,08;27,06;18,04;9,02;
Bollo.c01.671;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;675;160;145;130;116,3;101,5;86,8;72,4;58;43,5;29;14,5;
Bollo.c01.672;01-01;UMBRIA;01/01/2022;AP;PV;;;4;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;154,8;36,6;33;29,94;26,58;23,28;19,98;16,62;13,32;9,96;6,66;3,3;
Bollo.c01.673;01-01;UMBRIA;01/01/2022;AP;PV;;;4;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;258;61;55;49,9;44,3;38,8;33,3;27,7;22,2;16,6;11,1;5,5;
Bollo.c01.674;01-01;UMBRIA;01/01/2022;AP;PV;;;4;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;397,32;93,76;84,88;76,9;68,42;59,68;51,26;42,68;34,19;25,56;17,08;8,49;
Bollo.c01.675;01-01;UMBRIA;01/01/2022;AP;PV;;;4;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;401,19;94,67;85,71;77,65;69,09;60,26;51,76;43,09;34,52;25,81;17,24;8,57;
Bollo.c01.676;01-01;UMBRIA;01/01/2022;AP;PV;;;4;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;645;152;138;124,9;111,3;96,8;83,2;69,3;55,5;41,5;27,7;13,8;
Bollo.c01.677;01-01;UMBRIA;01/01/2022;AP;PV;;;4;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;154,8;36,6;33;29,94;26,58;23,28;19,98;16,62;13,32;9,96;6,66;3,3;
Bollo.c01.678;01-01;UMBRIA;01/01/2022;AP;PV;;;4;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;258;61;55;49,9;44,3;38,8;33,3;27,7;22,2;16,6;11,1;5,5;
Bollo.c01.679;01-01;UMBRIA;01/01/2022;AP;PV;;;4;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;397,32;93,76;84,88;76,9;68,42;59,68;51,26;42,68;34,19;25,56;17,08;8,49;
Bollo.c01.680;01-01;UMBRIA;01/01/2022;AP;PV;;;4;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;401,19;94,67;85,71;77,65;69,09;60,26;51,76;43,09;34,52;25,81;17,24;8,57;
Bollo.c01.681;01-01;UMBRIA;01/01/2022;AP;PV;;;4;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;645;152;138;124,9;111,3;96,8;83,2;69,3;55,5;41,5;27,7;13,8;
Bollo.c01.682;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;39;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.683;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;65;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.684;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;88,4;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.685;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;89,05;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.686;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;130;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.687;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;39;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.688;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;65;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.689;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;88,4;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.690;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;89,05;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.691;01-01;UMBRIA;01/01/2022;AP;PV;;;0;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;130;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.692;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;39;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.693;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;65;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.694;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;88,4;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.695;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;89,05;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.696;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;130;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.697;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;39;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.698;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;65;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.699;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;88,4;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.700;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;89,05;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.701;01-01;UMBRIA;01/01/2022;AP;PV;;;1;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;130;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.702;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;39;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.703;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;65;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.704;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;88,4;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.705;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;89,05;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.706;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;130;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.707;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;39;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.708;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;65;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.709;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;88,4;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.710;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;89,05;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.711;01-01;UMBRIA;01/01/2022;AP;PV;;;2;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;130;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.712;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;39;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.713;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;65;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.714;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;88,4;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.715;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;89,05;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.716;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;130;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.717;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;39;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.718;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;65;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.719;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;88,4;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.720;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;89,05;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.721;01-01;UMBRIA;01/01/2022;AP;PV;;;3;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;130;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.722;01-01;UMBRIA;01/01/2022;AP;PV;;;4;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;39;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.723;01-01;UMBRIA;01/01/2022;AP;PV;;;4;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;65;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
